stemming,label
"['zakyfachru', 'pengincumlaude', 'bikin', 'program', 'concern', 'hulu', 'pembrantasan', 'korupsi', 'didik', 'sehat', 'syarat', 'jd', 'negara', 'maju', 'sm', 'aja', 'boong', 'cmn', 'buang', 'wktduit', 'gak', 'karuan', 'sihh', 'yg', 'bikin', 'visi', 'gin', 'wkwk', 'paslon', 'cmn', 'bkn', 'bawa', 'indonesiaemas', 'tp', 'indonesiacemas']",neutral
"['saat', 'guru', 'aktivis', 'mahasiswa', 'lembaga', 'negara', 'curang', 'gibran', 'user', 'tiktok', 'tetep', 'adem', 'jedagjedug', 'hahaha', 'selamat', 'indonesiaemas', 'tabrak', 'tabrak', 'masuk']",positive
"['infrastruktur', 'ikn', 'super', 'megah', 'ikn', 'nusantara', 'ibukotabaru', 'jokowi', 'indonesia', 'indonesiaemas', 'dunia', 'fypage']",neutral
"['bintangemon', 'klo', 'jdi', 'indonesiacemas']",negative
"['mohon', 'maaf', 'sebesarbesarnya', 'ungkap', 'minta', 'maaf', 'prabowo', 'subianto', 'calon', 'presiden', 'nomor', 'urut', 'debat', 'capres', 'pamungkas', 'minggu', 'prabowogibran', 'indonesiamaju', 'indonesiaemas', 'debatcapres', 'jakarta', 'kpu', 'rkb', 'rumahkeluargabersama']",negative
"['postingan', 'ust', 'muda', 'pontianak', 'azmi', 'nama', 'usia', 'th', 'genzmelekemas', 'indonesiaemas', 'minigoldid']",neutral
"['target', 'indonesia', 'emas', 'rkb', 'bagi', 'makan', 'gizi', 'berpotein', 'warga', 'tipes', 'kratonan', 'sereng', 'solo', 'jawa', 'minggu', 'prabowogibran', 'indonesiamaju', 'indonesiaemas', 'sabtuceria', 'solo', 'rkb', 'rumahkeluargabersama']",positive
"['baca', 'rep', 'qrt', 'lihat', 'gimana', 'level', 'cerdas', 'bangsa', 'indonesiaemas']",negative
"['tirtacipeng', 'selamat', 'era', 'digital', 'dmna', 'org', 'nyimak', 'vidio', 'detik', 'paham', 'indonesiaemas']",neutral
"['internet', 'gratis', 'penting', 'banding', 'makan', 'gratis', 'makan', 'mutlak', 'rakyat', 'prabowo', 'subianto', 'calon', 'presiden', 'nomor', 'urut', 'debat', 'capres', 'minggu', 'prabowogibran', 'indonesiamaju', 'indonesiaemas', 'debatcapres', 'kpu', 'rkb', 'rumahkeluargabersama']",neutral
"['generasi', 'indonesia', 'hidup', 'pijak', 'nilai', 'agama', 'pancasila', 'budaya', 'luhur', 'bangsa', 'muhammadiyah', 'aisyiyah', 'ptma', 'indonesiaemas']",neutral
"['indonesia', 'emas', 'prabowogibran', 'prabowoforpresident', 'prabowosubianto', 'prabowofor', 'gibran', 'prabowogibran', 'akukamukitapsmilihnya', 'indonesiamaju', 'indonesiaemas', 'fyp']",positive
"['tugas', 'saksi', 'milu', 'salah', 'partai', 'politik', 'moga', 'wujud', 'yaa', 'putar', 'aja', 'harap', 'putar', 'okeh', 'gas', 'indonesiaemas']",positive
"['pucuk', 'dingin', 'bos', 'elektabilitas', 'suara', 'prabowogibran', 'tembus', 'persen', 'ayo', 'ngegasss', 'menang', 'putar', 'prabowogibran', 'indonesiamaju', 'indonesiaemas', 'menangsatuputaran', 'milu', 'kpu', 'jakarta', 'rkb', 'rumahkeluargabersama']",positive
"['ketua', 'dharma', 'wanita', 'satu', 'kanwil', 'kemenkumham', 'jatim', 'siti', 'fajar', 'ningrum', 'rochim', 'jatimnow', 'kanwilkemenkumhamjatim', 'ikatankeluargabesarpengayoman', 'indonesiaemas', 'dharmawanitapersatuan']",negative
"['data', 'imd', 'world', 'competitiveness', 'booklet', 'global', 'competitiveness', 'index', 'asean', 'sdm', 'indonesia', 'peringkat', 'rendah', 'jatimnow', 'perguruantinggi', 'sdmunggul', 'gubernurjawatimur', 'khofifahindarparawansa', 'indonesiaemas']",negative
"['perintah', 'baik', 'gizi', 'infrastruktur', 'indonesia', 'emas', 'fokus', 'tangan', 'stunting', 'kawasan', 'kumuh', 'tara', 'renovasi', 'jamban', 'kawasan', 'pesisir', 'perbaikangizi', 'indonesiaemas', 'tara']",neutral
"['bangun', 'kota', 'negara', 'ikn', 'nusantara', 'upaya', 'perintah', 'usung', 'bangun', 'ekonomi', 'inklusif', 'menyebarluaskan', 'magnet', 'tumbuh', 'ekonomi', 'tumpu', 'pulau', 'jawa', 'ikn', 'bangun', 'indonesiaemas']",neutral
"['ikn', 'nusantara', 'bawa', 'dampak', 'positif', 'indonesia', 'ikn', 'bangun', 'indonesiaemas']",positive
"['nusantara', 'upaya', 'perintah', 'usung', 'bangun', 'ekonomi', 'inklusif', 'menyebarluaskan', 'magnet', 'tumbuh', 'ekonomi', 'tumpu', 'pulau', 'jawa', 'ikn', 'bangun', 'indonesiaemas']",neutral
"['ikn', 'keren', 'ikn', 'bangun', 'indonesiaemas']",positive
"['miskintv', 'kocak', 'indonesiaemas']",positive
"['ndasmu', 'etik', 'muralpolitik', 'indonesiacemas', 'wakandanomore']",negative
"['siap', 'kolaborasi', 'rumahkesadaran', 'coach', 'naqoy', 'negeri', 'lembaga', 'sertifikasi', 'prof', 'dr', 'amilin', 'ak', 'msi', 'bnspri', 'maju', 'bangsa', 'indonesia', 'bnsp', 'indonesiaemas', 'hebat', 'bnsp']",positive
"['launching', 'serta', 'imbas', 'guru', 'gerak', 'lamongan', 'yuhronuryes', 'bbgpjatim', 'lamongan', 'megilan', 'lamonganmegilan', 'lamonganmenujukejayaan', 'gurupenggerak', 'guru', 'transformasipendidikan', 'didik', 'generasiunggul', 'indonesiaemas']",neutral
"['menang', 'putar', 'mata', 'prabowogibrangasss', 'prabowogibran', 'indonesiamaju', 'indonesiaemas', 'menangsatuputaran', 'milu', 'kpu', 'jakarta', 'rkb', 'rumahkeluargabersama']",positive
"['step', 'indonesiaemas']",positive
"['chavesz', 'ajak', 'joget', 'indonesiacemas']",positive
"['rkb', 'klaten', 'jawa', 'membagibagikan', 'makan', 'gizi', 'gratis', 'warga', 'klaten', 'bagi', 'tingkat', 'gizi', 'masyarakat', 'indonesia', 'emas', 'prabowogibran', 'indonesiaemas', 'tahugratis', 'makananbergizi', 'klaten', 'rkb', 'rkbklaten', 'rkbjawatengah']",neutral
"['thank', 'you', 'for', 'being', 'you', 'thank', 'you', 'for', 'existing', 'thank', 'you', 'for', 'everything', 'that', 'youve', 'done', 'moga', 'depan', 'mantap', 'tuang', 'kontribusi', 'indonesiaemas', 'love', 'you', 'lots', 'akak', 'elelelel', 'sayang']",positive
"['tomlembong', 'contohjikaandamenganggapbagus', 'cobaandacernansibsodetanclwung', 'natiralisasi', 'kondisikbersuhanbantarankali', 'dllbandingkanbeforejamandenganafter', 'pjheru', 'syyakinandabisa', 'andamrasapintermaafsallam', 'indonesiaemasaamiin']",positive
